Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,HouseAge
472,3736,1,2,1,1901,Suburban,Fair,1,627564,124
473,2886,3,4,2,1923,Rural,Excellent,1,493333,102
474,4219,3,3,2,1986,Suburban,Good,1,490187,39
475,1888,3,3,3,1965,Suburban,Fair,0,319072,60
476,2356,3,2,2,1937,Rural,Fair,0,891741,88
477,1865,2,4,2,1930,Downtown,Good,1,255719,95
478,999,4,1,1,2014,Suburban,Fair,0,746248,11
479,2180,5,1,1,2003,Rural,Fair,1,800385,22
480,1010,3,3,2,1925,Urban,Excellent,1,749192,100
481,4812,3,2,1,1928,Downtown,Excellent,0,166196,97
482,1824,3,2,2,1966,Urban,Excellent,0,59404,59
483,1655,4,1,1,2021,Suburban,Excellent,0,476855,4
484,2327,1,4,1,1977,Downtown,Excellent,0,783478,48
485,3641,1,4,1,1924,Rural,Excellent,1,503814,101
486,3986,2,1,1,1947,Suburban,Good,1,687475,78
487,2310,1,1,2,1964,Rural,Excellent,0,946881,61
488,3423,3,2,3,1952,Downtown,Fair,0,601972,73
489,2714,3,4,1,1966,Urban,Good,1,642879,59
490,4686,3,1,2,2017,Suburban,Fair,1,431965,8
491,1213,2,1,2,1989,Suburban,Excellent,1,783082,36
492,4102,3,3,1,1917,Rural,Excellent,1,314826,108
493,4634,1,1,3,1908,Downtown,Fair,0,161186,117
494,4022,4,1,1,1937,Rural,Fair,0,817469,88
495,4768,4,4,2,1986,Downtown,Fair,0,596120,39
496,1743,5,2,3,1920,Suburban,Poor,1,591285,105
497,4209,1,4,2,2020,Downtown,Poor,1,346784,5
498,1581,3,2,1,1964,Suburban,Poor,0,520098,61
499,955,4,3,3,1920,Downtown,Poor,0,90491,105
500,1394,1,1,2,1926,Urban,Good,0,113043,99
501,1884,4,3,2,2005,Downtown,Excellent,1,948607,20
502,2458,3,2,2,2022,Urban,Fair,0,178568,3
503,3572,4,4,1,1969,Downtown,Excellent,1,426394,56
504,2496,5,4,3,2018,Downtown,Fair,0,647013,7
505,4785,5,3,1,1943,Rural,Excellent,0,178131,82
506,1004,4,2,1,1999,Rural,Good,0,95520,26
507,1714,1,3,1,1927,Suburban,Poor,1,375063,98
508,2031,1,3,3,1944,Rural,Excellent,1,684157,81
509,3940,1,1,1,1916,Downtown,Fair,1,638730,109
510,1323,4,3,1,2022,Rural,Excellent,1,835313,3
511,1428,1,1,1,1939,Downtown,Good,1,202842,86
512,633,3,1,1,2021,Urban,Good,1,417390,4
513,2605,5,4,2,2015,Downtown,Excellent,0,752858,10
514,4127,3,1,1,1902,Suburban,Poor,1,421831,123
515,2352,1,1,2,1975,Urban,Fair,0,572485,50
516,4675,3,4,1,2002,Suburban,Good,1,697735,23
517,3433,1,3,3,1975,Suburban,Good,0,635765,50
518,3784,4,2,2,1965,Suburban,Excellent,0,574532,60
519,4798,3,2,2,2019,Rural,Good,1,915885,6
520,3311,4,2,2,1945,Suburban,Good,0,500953,80
521,1750,4,3,2,1985,Urban,Fair,1,227561,40
522,4012,2,1,3,1986,Downtown,Poor,1,964394,39
523,1756,1,2,1,1929,Suburban,Fair,1,907735,96
524,3876,5,3,2,1968,Urban,Poor,1,340534,57
525,3986,1,1,3,1908,Suburban,Fair,0,584535,117
526,4084,5,4,2,1984,Downtown,Excellent,1,250123,41
527,1896,1,2,1,1910,Urban,Good,0,765079,115
528,4137,4,1,2,1968,Urban,Poor,0,477894,57
529,3830,3,2,3,1998,Downtown,Excellent,0,531018,27
530,3203,3,2,1,1990,Urban,Good,1,257358,35
531,970,2,2,3,2012,Downtown,Good,0,866015,13
532,1853,5,1,1,1965,Urban,Good,1,566456,60
533,3283,5,3,1,1987,Urban,Fair,0,189148,38
534,3331,5,1,1,1930,Downtown,Excellent,1,985510,95
535,857,4,2,2,1932,Downtown,Excellent,1,196123,93
536,3519,5,1,3,1938,Urban,Good,1,447530,87
537,1167,3,4,3,1993,Urban,Poor,1,602958,32
538,4968,4,3,3,1945,Downtown,Excellent,0,543973,80
539,1645,1,1,1,1936,Rural,Fair,0,961352,89
540,4685,5,4,2,2014,Downtown,Poor,1,60236,11
541,4219,5,3,1,1991,Urban,Poor,0,85568,34
542,3245,1,4,3,1959,Urban,Poor,1,681615,66
543,1039,5,3,2,1930,Urban,Poor,1,305745,95
544,3279,1,1,2,1910,Downtown,Excellent,0,422332,115
545,4636,4,4,2,1986,Urban,Good,1,535119,39
546,4275,3,2,3,2020,Rural,Poor,1,328496,5
547,3008,1,4,2,1901,Suburban,Fair,1,700009,124
548,3279,2,3,2,2003,Rural,Fair,1,309291,22
549,1424,1,1,1,2004,Downtown,Good,1,488866,21
550,3456,5,3,1,1926,Urban,Excellent,0,453562,99
551,2081,4,4,2,1998,Downtown,Good,0,730516,27
552,3824,4,4,2,1901,Suburban,Poor,0,105904,124
553,4985,1,2,1,2002,Downtown,Excellent,1,981539,23
554,755,3,1,1,2000,Urban,Excellent,1,958573,25
555,2338,2,1,1,1920,Suburban,Poor,1,328252,105
556,2444,4,4,3,1957,Suburban,Fair,1,572247,68
557,509,5,1,3,1904,Urban,Poor,1,839285,121
558,3371,5,2,1,1951,Urban,Good,1,396300,74
559,1297,3,3,2,1944,Urban,Poor,0,316320,81
560,1515,4,1,1,1984,Downtown,Fair,1,674747,41
561,2324,1,4,3,1992,Rural,Poor,0,469136,33
562,4969,5,3,2,1919,Downtown,Good,1,235922,106
563,3636,3,3,3,1960,Downtown,Good,0,187901,65
564,2693,4,2,2,1937,Rural,Fair,1,173225,88
565,723,4,4,3,1919,Urban,Good,0,543406,106
566,4658,4,1,2,2013,Urban,Good,0,810135,12
567,4425,4,4,2,1924,Rural,Poor,1,271738,101
568,4500,4,3,2,1901,Rural,Excellent,1,954890,124
569,2133,5,4,2,2020,Downtown,Good,0,685181,5
570,2652,3,1,3,1931,Suburban,Good,1,910359,94
571,1010,4,1,3,1925,Rural,Fair,1,528076,100
572,884,2,2,2,1969,Downtown,Fair,1,954610,56
573,904,2,1,2,1940,Suburban,Poor,0,292726,85
574,2500,3,1,3,2020,Urban,Poor,1,352811,5
575,3256,1,4,2,1966,Urban,Good,0,771202,59
576,2168,1,4,2,1996,Downtown,Excellent,0,479059,29
577,1960,1,3,2,1900,Downtown,Excellent,1,756168,125
578,4136,2,2,1,1950,Rural,Poor,0,473759,75
579,3224,1,4,2,1904,Urban,Fair,1,515996,121
580,4678,5,1,1,1912,Downtown,Good,1,56611,113
581,2548,4,3,2,1918,Urban,Good,0,400386,107
582,4646,2,4,3,1911,Urban,Excellent,0,921044,114
583,1216,3,2,1,1947,Rural,Poor,0,883334,78
584,2323,3,2,1,1924,Suburban,Excellent,0,821812,101
585,2581,4,3,2,1956,Rural,Excellent,0,345187,69
586,3919,2,3,2,2014,Downtown,Poor,1,186343,11
587,2074,1,3,1,1934,Rural,Fair,0,909299,91
588,749,1,3,3,1975,Rural,Good,1,389233,50
589,1173,5,3,3,1993,Urban,Fair,1,895177,32
590,2665,5,1,2,1904,Rural,Poor,0,540092,121
591,1270,1,1,3,1997,Downtown,Poor,0,240191,28
592,4462,3,4,3,1921,Suburban,Good,0,716933,104
593,4863,3,2,2,2002,Rural,Fair,0,726769,23
594,2484,5,1,3,1976,Rural,Good,0,922402,49
595,1577,4,1,2,1956,Suburban,Excellent,1,336608,69
596,735,1,1,1,1946,Downtown,Excellent,1,299220,79
597,888,5,4,2,1953,Downtown,Excellent,1,486056,72
598,3537,5,3,1,1902,Rural,Fair,0,692811,123
599,2348,1,4,1,2023,Urban,Excellent,0,594950,2
600,3314,1,2,3,1952,Rural,Good,1,854660,73
601,3874,3,2,3,1983,Suburban,Fair,0,635009,42
602,3778,4,2,3,1930,Suburban,Good,0,712746,95
603,1752,4,2,2,1968,Suburban,Poor,0,843294,57
604,4481,1,1,3,1987,Rural,Fair,1,614396,38
605,2622,2,1,1,2003,Rural,Good,0,141788,22
606,2650,5,4,3,2017,Downtown,Good,1,518239,8
607,1829,5,3,3,1932,Urban,Fair,0,294437,93
608,1858,1,2,2,1971,Rural,Poor,0,811299,54
609,2982,2,4,2,1987,Downtown,Fair,1,916572,38
610,2517,3,1,1,1949,Rural,Excellent,0,732561,76
611,1831,1,1,2,1983,Downtown,Excellent,0,905010,42
612,4844,1,3,3,2023,Downtown,Poor,0,99966,2
613,4761,5,3,2,1915,Urban,Good,1,235846,110
614,1858,1,3,1,2013,Rural,Good,0,322530,12
615,3677,1,4,3,2015,Downtown,Good,0,651516,10
616,2628,1,1,1,1975,Suburban,Fair,0,196297,50
617,2680,5,1,2,1976,Suburban,Fair,0,459909,49
618,637,3,3,2,2008,Suburban,Poor,0,384341,17
619,3972,3,2,1,2005,Urban,Excellent,1,93021,20
620,3332,1,3,3,1938,Downtown,Good,1,431059,87
621,4079,5,4,2,1988,Urban,Excellent,0,199333,37
622,3531,3,3,2,1945,Rural,Fair,0,470594,80
623,4664,3,3,3,1995,Rural,Fair,1,953606,30
624,3093,3,4,2,1987,Downtown,Fair,0,826934,38
625,4800,5,3,1,2011,Suburban,Excellent,0,136755,14
626,4318,5,1,2,1946,Downtown,Poor,0,979441,79
627,4638,1,2,2,1943,Downtown,Poor,0,116330,82
628,4323,4,3,3,1908,Downtown,Fair,0,752726,117
629,4542,3,4,1,2003,Urban,Good,0,908754,22
630,2406,4,2,3,2013,Rural,Excellent,0,938750,12
631,1260,5,4,2,1986,Downtown,Fair,0,619601,39
632,3945,5,2,2,1949,Downtown,Excellent,1,284729,76
633,1399,5,2,3,1976,Downtown,Excellent,1,807071,49
634,4955,4,3,3,1959,Urban,Poor,0,339176,66
635,3447,5,1,3,2022,Urban,Fair,0,535179,3
636,2219,1,3,1,1995,Urban,Poor,0,198430,30
637,780,5,4,2,2013,Downtown,Fair,0,898142,12
638,3766,2,4,3,1914,Suburban,Excellent,1,407470,111
639,2387,4,2,2,1935,Suburban,Poor,1,398301,90
640,3766,2,2,1,2012,Suburban,Excellent,1,492037,13
641,1166,5,1,1,1962,Rural,Fair,1,78365,63
642,4688,1,3,1,1968,Downtown,Good,0,325333,57
643,1171,3,4,1,1985,Suburban,Poor,0,519965,40
644,2469,5,2,2,1979,Suburban,Poor,0,581536,46
645,4656,1,1,1,1940,Suburban,Excellent,1,54369,85
646,3622,4,4,1,1973,Downtown,Excellent,0,506979,52
647,4400,2,2,3,1923,Suburban,Good,0,975554,102
648,1023,2,4,1,1981,Suburban,Poor,1,865037,44
649,2893,2,1,3,1948,Downtown,Fair,1,886048,77
650,3617,4,1,1,1917,Rural,Fair,1,497695,108
651,3093,1,4,1,1906,Urban,Poor,1,415863,119
652,2468,4,3,3,1903,Suburban,Poor,1,221955,122
653,2253,2,4,1,1989,Urban,Poor,0,607343,36
654,2796,5,2,2,1968,Rural,Good,0,774091,57
655,2761,3,3,2,1959,Rural,Fair,1,428824,66
656,2786,4,2,1,1954,Suburban,Fair,0,319594,71
657,4702,4,4,2,1915,Downtown,Excellent,0,183997,110
658,3378,1,3,3,1998,Rural,Excellent,0,523267,27
659,4643,1,2,1,1989,Urban,Poor,0,100272,36
660,4144,4,4,1,1981,Urban,Excellent,1,55310,44
661,4932,2,4,3,1928,Urban,Good,0,81817,97
662,2555,3,3,3,1922,Urban,Fair,0,558350,103
663,1776,1,4,3,2016,Rural,Fair,0,536160,9
664,3266,2,1,1,1913,Suburban,Excellent,1,487744,112
665,802,5,2,3,1978,Suburban,Poor,0,790176,47
666,1138,1,2,3,1948,Urban,Excellent,1,132641,77
667,555,2,4,2,1932,Suburban,Poor,1,789443,93
668,1025,2,4,2,1924,Urban,Good,1,781670,101
669,4623,3,1,1,1920,Urban,Fair,1,589745,105
670,2625,3,3,2,1916,Downtown,Good,0,92311,109
671,3787,5,4,2,1922,Rural,Fair,1,971484,103
672,864,2,4,3,1956,Rural,Good,1,201958,69
673,2146,2,4,3,2006,Urban,Excellent,1,520328,19
674,1418,3,4,2,1980,Rural,Good,1,494093,45
675,3297,1,2,2,1957,Suburban,Good,1,697861,68
676,2031,1,4,2,1913,Urban,Excellent,0,409571,112
677,3845,4,2,1,1992,Downtown,Fair,1,872613,33
678,2406,3,4,1,1919,Suburban,Fair,0,214334,106
679,3586,4,3,1,1929,Downtown,Excellent,0,968451,96
680,2575,3,1,2,1918,Downtown,Good,1,443238,107
681,1213,5,3,2,1952,Rural,Good,0,837560,73
682,1562,2,4,1,2002,Rural,Good,0,653810,23
683,2476,5,4,1,1955,Urban,Poor,0,213394,70
684,1796,3,4,2,1976,Rural,Fair,1,98929,49
685,625,2,3,3,1981,Downtown,Good,1,655984,44
686,4096,1,4,1,1922,Downtown,Fair,1,427389,103
687,3783,1,3,2,1961,Suburban,Good,1,846240,64
688,2103,4,2,2,2009,Downtown,Excellent,1,669436,16
689,566,3,1,3,1932,Urban,Excellent,1,496098,93
690,732,3,1,2,2002,Urban,Fair,1,858157,23
691,2656,1,3,2,2003,Rural,Fair,0,384678,22
692,1669,5,2,1,1917,Rural,Excellent,0,352094,108
693,2658,2,3,1,1972,Rural,Poor,1,794314,53
694,4706,5,2,3,1932,Urban,Excellent,0,133576,93
695,1993,5,4,3,1931,Downtown,Good,1,70557,94
696,4507,1,2,2,1960,Rural,Poor,1,596113,65
697,2972,1,2,1,1953,Suburban,Excellent,1,321142,72
698,3160,1,2,3,1916,Rural,Poor,0,86080,109
699,3239,4,1,3,1918,Urban,Poor,1,833103,107
700,2261,5,2,3,1990,Rural,Poor,1,238869,35
701,4014,3,4,2,1969,Downtown,Fair,1,721162,56
702,2475,2,4,1,1998,Rural,Excellent,1,978671,27
703,2862,4,4,3,2019,Urban,Fair,0,543844,6
704,1376,3,2,1,2000,Urban,Fair,1,616695,25
705,4312,5,3,3,1933,Suburban,Good,0,170283,92
706,3948,1,3,3,1983,Urban,Good,0,63338,42
707,1812,5,4,1,1924,Suburban,Poor,1,650577,101
708,1960,2,1,1,1967,Downtown,Poor,1,514736,58
709,3209,4,3,1,1973,Urban,Good,0,724255,52
710,2824,4,2,2,1973,Rural,Good,0,228982,52
711,2233,2,3,3,1987,Downtown,Excellent,0,967461,38
712,2105,3,4,2,1984,Rural,Poor,0,159367,41
713,3063,3,1,1,1910,Rural,Poor,1,378042,115
714,3921,4,3,3,1990,Rural,Good,0,970958,35
715,4017,4,3,2,1915,Downtown,Excellent,0,691774,110
716,2897,1,4,3,1989,Downtown,Good,0,398684,36
717,4235,3,1,2,1960,Urban,Good,0,544775,65
718,3370,2,1,1,1993,Rural,Fair,1,788497,32
719,1660,3,4,2,2012,Suburban,Poor,1,493853,13
720,742,1,2,3,1979,Urban,Excellent,1,830343,46
721,3090,4,3,3,1906,Downtown,Fair,0,710709,119
722,1563,4,2,3,1915,Suburban,Poor,0,961848,110
723,4824,1,3,3,1998,Downtown,Good,1,876395,27
724,3095,2,3,1,2021,Suburban,Excellent,1,450966,4
725,1419,4,2,2,1915,Urban,Poor,0,407073,110
726,505,5,4,1,1939,Suburban,Good,1,727823,86
727,967,4,4,1,1911,Urban,Fair,0,649223,114
728,4670,5,3,1,1934,Downtown,Excellent,0,764152,91
729,503,1,4,3,2012,Suburban,Poor,0,850118,13
730,1145,1,3,3,1920,Rural,Fair,0,549555,105
731,617,4,4,3,1949,Rural,Good,0,113528,76
732,3428,3,3,2,1942,Downtown,Good,0,674099,83
733,3051,5,4,3,1999,Suburban,Poor,1,558907,26
734,4789,2,1,2,2011,Rural,Good,1,334931,14
735,1346,4,2,3,1916,Urban,Excellent,1,982280,109
736,3262,2,1,3,1931,Suburban,Poor,0,427757,94
737,1641,4,2,1,1940,Suburban,Fair,1,762787,85
738,2310,3,2,1,1905,Rural,Poor,0,834429,120
739,1223,3,3,1,1987,Urban,Poor,0,154887,38
740,724,3,2,2,1926,Urban,Fair,0,111086,99
741,4708,3,1,2,1919,Urban,Good,0,938663,106
742,2548,1,1,3,1924,Suburban,Fair,1,305494,101
743,4915,1,4,2,1965,Downtown,Excellent,1,558889,60
744,2073,5,1,3,1908,Suburban,Good,1,637596,117
745,2328,2,4,2,1991,Suburban,Poor,0,327941,34
746,2417,4,2,2,1952,Rural,Good,1,317446,73
747,4734,4,1,2,1960,Downtown,Good,1,506388,65
748,2526,1,2,1,1937,Urban,Excellent,1,612347,88
749,4244,4,1,2,1902,Rural,Good,0,181980,123
750,1401,1,1,1,1983,Suburban,Good,1,765612,42
751,2539,5,4,1,1969,Downtown,Good,0,523875,56
752,509,2,2,2,2002,Urban,Poor,1,193949,23
753,760,5,1,3,1996,Urban,Good,0,326383,29
754,2173,3,3,3,1954,Suburban,Fair,1,77313,71
755,2719,3,2,3,1900,Urban,Good,1,92103,125
756,2560,3,2,2,2000,Urban,Excellent,1,229480,25
757,4213,5,2,3,1969,Downtown,Good,0,526467,56
758,2119,4,4,1,1944,Rural,Good,1,138771,81
759,820,2,3,3,1997,Downtown,Poor,1,176228,28
760,1842,3,2,2,1946,Rural,Fair,0,141665,79
761,2876,3,1,3,1978,Rural,Good,0,846966,47
762,3332,3,1,1,2008,Rural,Fair,0,879492,17
763,3324,2,4,2,1925,Urban,Excellent,0,853621,100
764,2494,3,1,3,2020,Downtown,Poor,1,964863,5
765,3458,2,2,2,1913,Urban,Fair,1,660355,112
766,2538,3,1,2,2021,Suburban,Poor,0,847399,4
767,3990,5,2,2,1953,Downtown,Good,1,787351,72
768,4177,5,1,3,1970,Rural,Excellent,0,901995,55
769,1618,2,3,2,1945,Urban,Poor,1,320804,80
770,2104,5,4,3,2021,Urban,Good,0,430815,4
771,4527,2,4,1,1930,Downtown,Fair,1,534091,95
772,735,5,3,3,1987,Downtown,Excellent,0,179909,38
773,2469,5,3,1,1958,Rural,Excellent,0,483039,67
774,4929,2,4,3,1994,Rural,Fair,1,499058,31
775,2408,4,3,2,1928,Suburban,Fair,1,190688,97
776,875,5,2,3,2005,Rural,Excellent,1,125976,20
777,4030,3,1,2,1995,Urban,Poor,0,807496,30
778,3135,4,4,1,1916,Suburban,Excellent,1,229810,109
779,2070,2,3,3,1913,Suburban,Fair,0,325251,112
780,3060,4,2,2,2003,Suburban,Poor,1,766764,22
781,3891,1,4,1,1935,Downtown,Good,1,668470,90
782,3465,1,3,1,1957,Rural,Excellent,0,817441,68
783,4143,5,4,3,2011,Suburban,Fair,0,928219,14
784,4350,5,3,1,1923,Downtown,Good,1,852386,102
785,1372,3,4,2,2008,Downtown,Excellent,0,329087,17
786,1752,4,2,1,1962,Suburban,Excellent,0,90725,63
787,1814,1,2,1,2017,Suburban,Poor,1,881866,8
788,3398,5,1,2,1990,Urban,Fair,0,922183,35
789,577,4,4,1,1924,Suburban,Good,1,584398,101
790,3121,5,1,1,1958,Urban,Excellent,1,548864,67
791,4727,5,4,1,1931,Suburban,Poor,0,328606,94
792,1100,1,3,1,2015,Suburban,Good,1,391376,10
793,1565,1,3,2,1981,Rural,Good,0,759441,44
794,2636,5,1,1,2009,Suburban,Excellent,1,496015,16
795,2949,2,4,2,1917,Suburban,Good,0,640855,108
796,2843,5,1,1,1936,Urban,Excellent,0,532517,89
797,2363,5,2,1,1925,Urban,Poor,0,756584,100
798,1818,3,1,1,1908,Rural,Poor,0,439569,117
799,4097,3,1,1,2023,Suburban,Good,0,892495,2
800,4262,3,3,2,1998,Suburban,Excellent,1,163394,27
801,2690,2,1,2,1963,Urban,Fair,1,891672,62
802,1492,2,4,2,1971,Downtown,Poor,0,917784,54
803,3212,5,3,3,1919,Downtown,Excellent,1,198940,106
804,2692,3,1,1,1953,Downtown,Excellent,0,393133,72
805,1748,2,2,1,2005,Urban,Excellent,0,72222,20
806,3554,1,1,2,1985,Urban,Good,1,129794,40
807,4533,5,1,3,1982,Downtown,Fair,1,638212,43
808,2497,4,1,1,1929,Downtown,Good,0,674142,96
809,4187,5,3,2,1952,Suburban,Poor,0,914945,73
810,2651,4,4,1,1991,Urban,Good,0,834326,34
811,4518,3,2,1,1998,Urban,Excellent,0,891081,27
812,3610,4,1,2,2006,Downtown,Good,0,415130,19
813,2470,3,4,2,1962,Downtown,Excellent,0,818103,63
814,697,1,4,1,1910,Rural,Fair,1,920181,115
815,3126,4,3,1,1930,Urban,Good,0,283127,95
816,1702,5,2,2,1948,Rural,Good,0,554434,77
817,2535,3,3,1,2011,Suburban,Good,1,191295,14
818,977,5,4,1,2002,Rural,Excellent,0,229238,23
819,1754,2,4,2,1999,Downtown,Excellent,0,89369,26
820,1422,3,4,1,1993,Urban,Good,1,922811,32
821,919,4,3,1,1986,Urban,Good,0,905824,39
822,2704,3,2,3,1918,Rural,Fair,1,849093,107
823,3097,5,1,2,1911,Rural,Fair,0,720951,114
824,1620,1,3,3,1914,Suburban,Poor,1,383862,111
825,3568,3,4,3,1930,Suburban,Fair,1,760595,95
826,1450,4,3,3,1942,Downtown,Fair,1,320114,83
827,2836,2,4,1,2000,Downtown,Fair,0,97922,25
828,2743,1,1,1,1936,Downtown,Excellent,0,543614,89
829,3145,2,1,3,1978,Rural,Fair,1,867187,47
830,2357,3,2,3,1928,Rural,Fair,1,695214,97
831,2365,5,4,3,2013,Urban,Good,0,69416,12
832,3412,5,2,1,2006,Downtown,Excellent,0,63672,19
833,3353,4,2,3,1925,Rural,Poor,0,526684,100
834,3728,5,1,3,2007,Urban,Poor,0,178145,18
835,4219,1,3,2,1901,Downtown,Fair,0,752356,124
836,3728,5,3,2,1983,Suburban,Poor,1,910527,42
837,2871,4,2,1,1914,Suburban,Poor,0,50064,111
838,3391,3,1,2,2015,Rural,Poor,1,118835,10
839,4256,3,4,2,1903,Urban,Fair,0,251457,122
840,4725,5,3,2,1985,Suburban,Poor,1,973143,40
841,594,2,2,1,1949,Urban,Fair,1,297795,76
842,3174,3,3,2,1937,Urban,Good,0,454271,88
843,2455,5,3,1,1922,Suburban,Good,1,399738,103
844,1293,4,4,3,1958,Urban,Poor,1,996931,67
845,2334,5,1,2,1989,Suburban,Good,1,691204,36
846,2616,3,4,1,2014,Rural,Fair,1,956740,11
847,4606,4,1,2,1974,Downtown,Good,0,918948,51
848,3825,5,3,3,1927,Downtown,Poor,1,901098,98
849,3419,1,2,1,2019,Rural,Fair,0,245346,6
850,3097,4,4,1,1965,Suburban,Excellent,1,954726,60
851,3705,1,1,1,2022,Suburban,Fair,0,323010,3
852,1314,2,3,3,1907,Suburban,Good,0,53889,118
853,845,4,1,3,1928,Suburban,Excellent,0,168194,97
854,2849,1,1,3,1910,Rural,Fair,1,174714,115
855,862,3,1,1,2000,Downtown,Excellent,0,605623,25
856,2943,3,3,3,1917,Urban,Excellent,0,100547,108
857,2765,2,2,2,1954,Urban,Excellent,1,207234,71
858,2688,4,2,3,1949,Downtown,Fair,0,794809,76
859,3505,4,2,1,1913,Rural,Good,1,730047,112
860,3781,4,1,2,2017,Urban,Fair,1,935188,8
861,1484,2,3,3,1973,Downtown,Good,0,323139,52
862,2139,4,1,2,1998,Rural,Fair,1,499704,27
863,1327,3,2,2,1908,Urban,Fair,1,52631,117
864,3230,1,2,1,1998,Suburban,Fair,1,187039,27
865,4031,3,3,2,1910,Suburban,Good,0,924726,115
866,4951,3,1,2,1962,Rural,Fair,1,399422,63
867,3435,1,4,1,2007,Suburban,Excellent,1,638759,18
868,4376,3,4,1,1975,Rural,Fair,1,349260,50
869,626,2,2,1,1966,Downtown,Excellent,0,928548,59
870,3677,1,3,2,1952,Downtown,Poor,1,477443,73
871,3556,3,1,2,1938,Urban,Poor,0,707302,87
872,1103,5,1,2,1977,Rural,Good,1,621952,48
873,3949,3,2,1,1955,Urban,Good,0,733429,70
874,4646,2,2,3,1927,Urban,Poor,0,137342,98
875,4033,4,1,2,1974,Downtown,Fair,0,64407,51
876,3867,3,1,3,1938,Urban,Fair,1,163926,87
877,3868,4,2,1,1924,Suburban,Fair,1,371345,101
878,4297,5,1,2,1920,Urban,Poor,1,916525,105
879,2292,3,4,3,1909,Rural,Excellent,0,497564,116
880,3361,1,2,2,1942,Suburban,Good,1,787341,83
881,3976,4,1,2,1914,Downtown,Excellent,1,592166,111
882,3917,5,2,2,1982,Rural,Poor,0,133100,43
883,2145,1,3,3,1947,Suburban,Excellent,1,915061,78
884,1705,1,2,1,1985,Rural,Fair,1,498636,40
885,3530,1,2,2,1920,Suburban,Fair,0,544308,105
886,3372,1,3,1,1959,Rural,Excellent,0,273059,66
887,3572,3,4,1,2015,Rural,Poor,1,617456,10
888,2354,3,1,3,2007,Suburban,Excellent,0,300396,18
889,4521,3,3,3,1995,Downtown,Fair,1,824769,30
890,3208,5,2,1,1949,Downtown,Fair,1,367006,76
891,4002,5,1,2,1922,Rural,Poor,1,78004,103
892,1832,5,3,3,1912,Rural,Excellent,1,856903,113
893,701,2,1,2,1968,Downtown,Fair,1,574252,57
894,4007,5,1,2,1903,Downtown,Fair,0,666108,122
895,4712,3,3,2,1991,Urban,Excellent,0,241239,34
896,1074,3,1,1,1977,Downtown,Excellent,1,676517,48
897,1036,2,4,2,1971,Rural,Good,0,527044,54
898,2125,2,3,1,1908,Suburban,Poor,0,901740,117
899,2622,5,4,1,2020,Downtown,Poor,1,396113,5
900,885,4,2,2,2014,Urban,Excellent,0,64568,11
901,3781,2,1,2,1934,Urban,Poor,0,583754,91
902,974,1,2,2,2000,Urban,Fair,1,272129,25
903,917,3,2,2,1920,Suburban,Excellent,1,631612,105
904,4100,1,1,1,1957,Downtown,Excellent,1,938640,68
905,1454,3,3,2,1917,Downtown,Excellent,1,196539,108
906,1705,3,1,2,1996,Downtown,Good,1,650243,29
907,4620,2,2,1,1971,Suburban,Poor,1,197748,54
908,2490,2,2,3,2014,Suburban,Good,1,144791,11
909,4072,1,3,3,2012,Rural,Fair,0,736874,13
910,4880,3,1,1,1980,Urban,Poor,1,945150,45
911,4658,1,2,3,1942,Urban,Good,0,596938,83
912,3213,4,4,1,1994,Downtown,Excellent,0,400434,31
913,2703,1,2,2,1997,Suburban,Good,1,127701,28
914,3620,5,2,2,1905,Suburban,Excellent,0,847115,120
915,1466,1,3,3,1985,Downtown,Good,0,279164,40
916,3932,5,4,2,1977,Downtown,Good,0,503035,48
917,1188,5,2,3,1966,Rural,Good,1,655266,59
918,4743,5,2,3,1911,Urban,Excellent,0,579148,114
919,4201,4,4,2,1999,Urban,Good,0,709089,26
920,841,1,1,2,1911,Urban,Poor,1,605639,114
921,2224,1,1,3,2008,Rural,Poor,0,555920,17
922,4922,4,2,2,1965,Downtown,Poor,0,374888,60
923,2292,3,2,1,1901,Downtown,Excellent,0,729706,124
924,2259,2,1,2,1914,Urban,Excellent,0,956630,111
925,3712,1,3,2,1922,Urban,Poor,0,910587,103
926,1489,2,4,1,1928,Rural,Poor,1,171449,97
927,2762,4,4,2,1980,Suburban,Poor,0,650988,45
928,2982,3,3,2,1995,Suburban,Fair,1,809774,30
929,1451,3,3,3,1906,Urban,Poor,0,843387,119
930,1222,3,3,2,1993,Rural,Good,1,307571,32
931,3889,4,3,2,1927,Urban,Fair,1,513506,98
932,2579,5,3,1,1913,Suburban,Fair,1,487509,112
933,3217,5,3,3,1943,Urban,Excellent,0,766696,82
934,2832,2,4,3,1929,Suburban,Good,0,858094,96
935,3876,5,3,3,1980,Suburban,Excellent,0,580696,45
936,2000,5,1,2,1931,Suburban,Excellent,0,745763,94
937,785,3,3,3,2009,Downtown,Good,0,313369,16
938,3995,3,3,1,1969,Downtown,Excellent,1,979700,56
939,2565,2,4,3,2014,Urban,Good,1,513002,11
940,1268,1,4,1,1987,Suburban,Good,1,196444,38
941,3557,2,3,3,1905,Downtown,Excellent,0,831608,120
942,4789,2,4,3,1926,Urban,Poor,0,591567,99
943,2661,4,2,1,1981,Urban,Excellent,1,160401,44
944,3793,4,4,3,1987,Urban,Fair,0,276801,38
945,1446,2,4,3,2000,Urban,Excellent,0,821668,25
